judge_score,tp,fp,fn,justification,main_category,nct_id
5,6.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text. All items are present, correctly worded, and no extra or missing items are found. Minor formatting differences (e.g., escaping of '<') do not affect content fidelity.",,NCT02506738
4,10.0,0.0,0.0,All inclusion and exclusion criteria are present and semantically accurate. Minor formatting issues such as escaped quotation marks and representation of comparison symbols do not affect meaning.,,NCT02808767
5,8.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original lists with no omissions, hallucinations, distortions, or formatting problems.",,NCT02175563
4,9.0,0.0,0.0,"All inclusion and exclusion criteria are present and semantically identical to the original. The only deviation is the representation of the less‑than sign in the age criterion (""<18"" vs ""\<18""), which is a minor formatting difference.",,NCT00535106
2,22.0,1.0,1.0,"All inclusion criteria are correctly extracted. In the exclusion list, 18 of 19 items match the original text exactly. The BP criterion is incorrectly rendered as ""BP \""140/90 lub <90/60"" missing the ≥ sign and containing an extraneous quote, which changes its meaning (logical distortion) and is a formatting error. This results in one false positive and one false negative.",Distortion,NCT01015144
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no omissions, hallucinations, distortions, or formatting problems.",,NCT06759532
5,20.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present, correctly worded, and no additional or missing items are observed. No logical distortions, hallucinations, or formatting problems are detected.",,NCT00206232
5,25.0,0.0,0.0,All inclusion and exclusion criteria from the raw text are present in the extracted lists with accurate wording and no added or missing items. No logical distortions or formatting problems are observed.,,NCT00252187
5,3.0,0.0,0.0,"All inclusion criteria are correctly captured with exact wording, and no exclusion criteria exist, matching the original text. No omissions, hallucinations, or distortions are present.",,NCT03084458
4,16.0,0.0,0.0,"All raw inclusion and exclusion criteria are present in the extracted lists. The content matches exactly. The only issues are minor formatting artifacts in the inclusion criteria where the greater‑or‑equal symbols are wrapped in escaped quotes (e.g., "">=50%""), which constitute a minor formatting problem but no omission, hallucination, or logical distortion.",,NCT01648634
5,7.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, accurately worded, and no extra or missing items are detected. No formatting errors affect the content.",,NCT01681771
5,3.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no missing items, no added items, and no logical changes. Formatting is appropriate.",,NCT02615587
5,15.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no missing items, no added items, and no alterations. Formatting is appropriate for JSON arrays.",,NCT01807221
5,7.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original lists with no missing items, no added items, and no alterations. Formatting is appropriate and there are no logical distortions.",,NCT04514458
4,6.0,0.0,0.0,"All six original criteria are present in the extraction. The first inclusion criterion contains a minor formatting typo (""\nm"" instead of the greater‑than-or‑equal symbol), but the meaning is unchanged. No omissions, hallucinations, or logical distortions are observed.",,NCT02714855
2,21.0,0.0,0.0,"All raw criteria are present in the extracted lists, but the left‑heart failure LVEF and cardiac index item is incorrectly rendered (""G 40%"" and ""G 2.5 L/min/m2"" instead of the required ""≤ 40%"" and ""≤ 2.5 L/min/m2""), which is a logical distortion. Additionally, the extraction contains minor formatting artifacts (newline markers and a missing closing parenthesis in the hemodialysis exclusion). No criteria are omitted or hallucinated.",Distortion,NCT01981655
2,5.0,13.0,0.0,"The extracted inclusion criterion correctly matches the original. The first four extracted exclusion criteria correspond to the original exclusion list. However, the extraction adds numerous unit-specific exclusions that were not explicitly listed as exclusion criteria in the original text; they are only implied by the definition of study units. These additions constitute hallucinations and inflate the criteria set, leading to false positives. No original criteria were omitted, but the over‑extraction is a logical distortion.",Hallucination,NCT03911687
4,36.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists. The only issues are minor formatting inconsistencies, such as using "">="" instead of the original ""≥"" and extra quotation marks around some criteria. No items are omitted, added, or logically altered.",,NCT00982033
4,12.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present in the extracted lists. The extraction accurately captures each specific criterion. The only minor issue is the omission of the connective phrase ""and that fulfills any one of the following criteria"" in the first inclusion item, which does not affect the substantive criteria but is a slight formatting/omission detail.",Omission,NCT01543555
5,2.0,0.0,0.0,"Both inclusion and exclusion criteria are extracted verbatim with no omissions, hallucinations, or logical distortions. Formatting is appropriate.",,NCT01616121
5,20.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original eligibility text with no missing, extra, or altered items.",,NCT01305226
5,23.0,0.0,0.0,"All 6 inclusion criteria and all 17 exclusion criteria from the raw text are present in the extracted lists with accurate wording and no added or missing items. The logical requirements (e.g., one symptom and one sign) are correctly represented. No hallucinations, omissions, or distortions are observed, and the JSON formatting is proper.",,NCT04691687
5,26.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no missing items, no added items, and no alteration of meaning. Formatting is appropriate for JSON arrays.",,NCT01876433
4,22.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists. The only issue is a minor formatting problem in the first exclusion item where symbols are escaped (e.g., "">"" 38.0\b\u00b0C) which does not affect the semantic content.",,NCT02430233
5,2.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility criteria with no omissions, hallucinations, distortions, or formatting problems.",,NCT00310947
5,20.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text. No items are omitted, added, or altered, and formatting issues are negligible.",,NCT00821938
5,5.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, logical distortions, or formatting errors.",,NCT00966303
4,10.0,0.0,0.0,"All original inclusion and exclusion criteria are present with no omissions, distortions, or hallucinations. The inclusion criteria are correctly captured, though the AHI threshold is embedded within a longer sentence, which is a minor formatting inconsistency.",,NCT01124370
4,19.0,0.0,0.0,"All 19 raw criteria (6 inclusion, 13 exclusion) are present in the extracted lists with equivalent meaning. The only deviation is minor formatting (escaped quotes and backslashes) in the extracted strings, which does not alter the clinical content.",,NCT02325973
5,11.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with identical wording and no extra or missing items. No hallucinations, omissions, or logical distortions are observed. Formatting of the JSON arrays is correct.",,NCT05992454
5,9.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present, accurately worded, and no extra or missing items are observed. No logical distortions or formatting errors are detected.",,NCT01397656
5,17.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no missing items, no added (hallucinated) items, and no logical distortions. Formatting is appropriate for a JSON array of strings.",,NCT02939053
5,14.0,0.0,0.0,"The extracted inclusion criteria list exactly matches all items from the raw eligibility text with no missing, added, or altered statements. No hallucinations, logical distortions, or formatting problems are present.",,NCT04874272
5,2.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. Formatting is appropriate.",,NCT00925457
5,3.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. Formatting is appropriate.",,NCT01822912
5,8.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no omissions, hallucinations, or logical distortions. All items are present and correctly worded, and the JSON formatting is appropriate.",,NCT00433654
4,6.0,0.0,0.0,"All criteria from the raw text are present in the extracted lists. The only deviation is the formatting of the age criterion, which uses ""\"">=18\"""" instead of the original ""≥18"". This is a minor formatting issue, not an omission or distortion.",,NCT04590794
5,4.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are accurately captured with no omissions, hallucinations, or logical distortions. Formatting of the extracted lists is appropriate.",,NCT00888966
5,16.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as in the original text with no omissions, hallucinations, or distortions. Formatting is appropriate.",,NCT04661657
2,6.0,1.0,1.0,"All inclusion criteria are perfectly captured. In the exclusion list, one item is incorrectly transcribed: 'Ischemic mitral reggression' instead of the correct 'Ischemic mitral regurgitation', representing a logical distortion. No other omissions or hallucinated items are present.",Distortion,NCT07284212
2,16.0,1.0,0.0,"All 12 exclusion criteria are correctly extracted. Four of the five inclusion criteria match the source exactly. The second inclusion criterion is distorted: the original states ""≥ 1 myocardial segment"" (greater than or equal to one), but the extraction says ""> 1 myocardial segment"" (greater than one), altering the eligibility threshold. This logical distortion constitutes a false positive. No criteria are omitted.",Distortion,NCT01660581
5,25.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no missing items, no added items, and no alteration of meaning. Minor formatting differences (e.g., spacing) do not affect content fidelity.",,NCT02143219
5,16.0,0.0,0.0,"The extracted inclusion and exclusion lists exactly match the raw eligibility criteria with no missing items, no added items, and no alterations in meaning. Formatting is appropriate for JSON representation.",,NCT01936896
5,4.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as in the raw text with no omissions, hallucinations, logical distortions, or formatting errors.",,NCT04427046
2,26.0,0.0,0.0,"All original inclusion and exclusion items are present, but two criteria were altered incorrectly: the inclusion criterion 'Endovascular repair with ≥ 1 of the following criteria' was changed to '> 1', and the exclusion criterion 'receipt of ≥ 1 dialysis treatment in the past week' was also changed to '> 1'. These represent logical distortions (changing the required minimum from 'one or more' to 'more than one') and include stray formatting characters. No items are missing or added, but the logical changes lower the score to a 2.",Distortion,NCT01225094
5,13.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, logical distortions, or formatting issues.",,NCT01255475
5,5.0,0.0,0.0,"All inclusion and exclusion criteria are extracted accurately with no omissions, hallucinations, or distortions. Formatting is appropriate.",,NCT00674375
5,9.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text. No items are missing, added, or altered, and formatting is appropriate. Therefore, the extraction is perfect.",,NCT00651573
5,1.0,0.0,0.0,"The extracted inclusion criterion exactly matches the original text, and the exclusion list correctly reflects that there are no exclusions. No omissions, hallucinations, or distortions are present.",,NCT02454257
5,3.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, accurately worded, and no extra or missing items were introduced. No logical distortions or formatting errors detected.",,NCT00967486
5,8.0,0.0,0.0,"All inclusion and exclusion criteria from the raw eligibility text are present in the extracted lists with exact wording; no criteria are missing, added, or altered. Formatting of the JSON arrays is correct.",,NCT01409837
5,7.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, accurately worded, and no extra or distorted items are introduced. Formatting is appropriate with each criterion as a separate string in the arrays.",,NCT05993195
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. Formatting is appropriate.",,NCT04336995
5,13.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists. No criteria are missing, added, or altered in meaning. Formatting is clear and consistent; minor grouping annotations do not affect correctness.",,NCT00083395
4,9.0,0.0,0.0,"All original inclusion and exclusion criteria are present and accurate. The only issue is a minor formatting inconsistency (missing space after the colon in the echocardiographic criterion). No omissions, hallucinations, or logical distortions were found.",,NCT00523757
5,7.0,0.0,0.0,"All inclusion and exclusion criteria are accurately captured with no omissions, hallucinations, or logical distortions. Minor punctuation differences do not affect content fidelity.",,NCT06115369
5,15.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no missing items, no added items, and no logical distortions. Formatting is acceptable.",,NCT01009151
5,6.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as they appear in the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT01361672
3,18.0,0.0,2.0,"The extracted lists faithfully reproduce all substantive question criteria from the original text. No hallucinated or distorted items are present. However, the meta requirements—'Patient must answer ""yes""' for inclusion and 'Patient must have answered ""NO"" to all of the exclusion criteria'—are omitted from the extraction. These are minor omissions, leading to a score of 3.",Omission,NCT00901212
5,14.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, logical distortions, or formatting problems.",,NCT03891329
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT01258829
5,6.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting errors.",,NCT02788331
5,11.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. All items are present and correctly phrased.",,NCT02975453
2,11.0,1.0,1.0,"The extraction captures all inclusion criteria correctly. In the exclusion list, eight criteria match exactly, but the creatinine threshold criterion is distorted: the original 'Creatinine ≥ 2.5 mg/dL test within the last 3 months' is rendered as 'Creatinine "" 2.5 mg/dL test within the last 3 months', losing the ≥ sign and introducing an erroneous quote. This constitutes a logical distortion, resulting in one false positive (the incorrect entry) and one false negative (the correct raw entry not faithfully extracted). No hallucinated criteria were found.",Distortion,NCT01229137
2,9.0,1.0,2.0,"The inclusion criteria extraction contains a major distortion: the third criterion ""Have a left ventricular ejection fraction ≥ 45%"" was split into two fragments (""Have a left ventricular ejection fraction \"""" and ""45%."") and lost the ≥ sign, resulting in one false positive (the stray ""45%."") and one false negative (the complete criterion is missing). All other inclusion items and all exclusion items are correctly extracted. This constitutes a major omission/distortion, yielding a score of 2.",Distortion,NCT00718939
5,6.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items were found. No formatting or logical issues detected.",,NCT03288701
4,18.0,0.0,0.0,"All 5 inclusion and 13 exclusion criteria from the raw text are present in the extracted lists. The content matches the original meaning; only minor formatting issues such as escaped quotation marks and a missing closing parenthesis are observed. No criteria are omitted, added, or logically altered.",,NCT03128528
5,2.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or distortions. Formatting is appropriate.",,NCT04498065
5,15.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no omissions, hallucinations, or logical distortions. The extracted items faithfully reproduce the original wording and content. No formatting errors affect the correctness of the extraction.",,NCT02275819
5,2.0,0.0,0.0,"Both inclusion and exclusion criteria are extracted verbatim with no omissions, hallucinations, or distortions. Formatting is correct.",,NCT03447392
5,8.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as in the original text with no omissions, hallucinations, or distortions. Formatting is appropriate.",,NCT03856502
5,3.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT00101881
5,5.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, accurately worded, and no extra or missing items are introduced. The combined phrasing of the chest‑compression exclusion retains both sub‑points, so there is no omission or distortion. Formatting of the extracted lists is correct.",,NCT06719401
5,7.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text. All items are present, correctly worded, and no extra or missing criteria are observed. No logical distortions, hallucinations, or formatting problems are evident.",,NCT01548300
5,32.0,0.0,0.0,"All inclusion and exclusion criteria from the raw eligibility text are present in the extracted lists with no omissions, hallucinations, or logical distortions. The wording and symbols (e.g., ≥, ≤) are faithfully reproduced, and there are no extra items. Therefore the extraction is perfect.",,NCT02672553
5,10.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or distortions. All items are present and correctly phrased.",,NCT04733365
4,36.0,0.0,0.0,"The extracted inclusion and exclusion criteria capture all original items accurately with no omissions, hallucinations, or logical distortions. The only shortcoming is minor formatting: bullet-point sub‑criteria are merged into single strings separated by semicolons, which deviates from the original list structure but does not affect content fidelity.",,NCT04811092
5,5.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. Formatting is appropriate.",,NCT00572091
5,24.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no missing items, no added items, and no alteration of meaning. Formatting is appropriate for JSON arrays.",,NCT00608491
2,3.0,0.0,0.0,"The extracted criteria include all content from the original text, but the inclusion criteria split a combined bullet (mechanical ventilation AND medical stability) into two separate items, altering the logical grouping of the requirement. This constitutes a logical distortion. No omissions, hallucinations, or false positives were identified.",Distortion,NCT02227810
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. Formatting is appropriate and all items are present.",,NCT06152562
5,7.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present, accurately worded, and no extra or missing items are found. No hallucinations, omissions, or distortions are detected.",,NCT04140942
5,29.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no omissions, hallucinations, or distortions. Formatting of the JSON arrays is correct.",,NCT00250913
5,5.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as in the original text with no omissions, hallucinations, or logical distortions. Formatting matches the source.",,NCT06070805
5,11.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original list with no omissions, hallucinations, distortions, or formatting errors.",,NCT00871260
5,3.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with exact meaning and no extra or missing items. No hallucinations, omissions, or logical distortions are observed, and formatting is acceptable.",,NCT00180362
4,32.0,0.0,0.0,"All original inclusion and exclusion criteria are present with correct meaning; no omissions, hallucinations, or logical distortions. The only issue is minor formatting artifacts in the extracted severe aortic stenosis criterion (escaped characters and missing proper inequality symbols), which constitutes a minor formatting problem.",,NCT04623788
5,21.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or altered items were introduced. Formatting is consistent with the source.",,NCT02412488
5,22.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no omissions, hallucinations, or logical distortions. Formatting is acceptable.",,NCT03541603
5,11.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or distortions. All 11 criteria are correctly captured.",,NCT02500342
5,5.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or distortions. Formatting is appropriate.",,NCT00321269
5,6.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items were identified. No formatting issues or logical distortions detected.",,NCT03549169
2,22.0,0.0,0.0,"All inclusion and exclusion items are present; there are no omissions or hallucinated criteria. However, several exclusion criteria contain logical distortions: the pulmonary hypertension threshold is rendered as ""> 40 mmHg"" instead of ""≥ 40 mmHg"", the hypertension thresholds use "">"" instead of ""≥"", and the hepatic/renal abnormality thresholds use "">"" instead of ""≥"". These sign errors constitute major logical distortions, reducing the score to 2.",Distortion,NCT04515290
5,15.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no missing items, no added items, and no alterations in meaning. Formatting is appropriate for JSON arrays.",,NCT03734562
4,26.0,0.0,0.0,"The extracted inclusion and exclusion lists contain all items present in the raw eligibility criteria with no omissions, hallucinations, or logical distortions. The only minor discrepancy is inconsistent punctuation (some items lack a trailing period), which is a formatting issue rather than a content error.",,NCT01363661
2,16.0,0.0,0.0,"All raw inclusion and exclusion criteria are represented in the extracted lists, so there are no omissions or hallucinated items. However, the third inclusion criterion contains a typographical error ('COVID-5' instead of 'COVID-19'), which is a logical distortion of the original text. Apart from this typo, formatting is acceptable. Therefore the extraction suffers a major logical distortion, yielding a score of 2.",Distortion,NCT04600141
5,0.0,0.0,0.0,"The original text states that there are no eligibility criteria. The extracted inclusion and exclusion lists are both empty, accurately reflecting the source with no omissions, hallucinations, or distortions.",,NCT00006420
5,7.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility criteria with no omissions, hallucinations, logical distortions, or formatting issues.",,NCT02061241
2,7.0,1.0,0.0,"All criteria are present, but the age inclusion criterion was altered from the original '≥ 18 years old' (or similar) to '> 18 years old', which changes the eligibility threshold and constitutes a logical distortion. No items are omitted or hallucinated, and exclusion criteria are extracted correctly.",Distortion,NCT04274205
5,9.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as in the original text with no omissions, hallucinations, or distortions. Formatting is appropriate.",,NCT04163861
2,17.0,5.0,0.0,"The extraction includes all items but several criteria have logical distortions: in the inclusion list the SBP threshold is changed from ≥90 to >90, the ejection fraction limits are altered from ≥20% and ≤45% to >20% and missing the upper bound, and the LV wall thickness limit is changed from ≥8 mm to >8 mm. In the exclusion list the hemoglobin criterion loses the ≤ sign. These sign changes constitute major logical errors. No items are missing or added, but the distortions lower the score to 2. The main issue is distortion rather than omission or hallucination.",Distortion,NCT02052427
4,10.0,0.0,0.0,"All 10 criteria from the raw text are present in the extracted lists with correct meaning. The only issue is a minor formatting inconsistency in the inclusion criterion for creatinine clearance (extra escaped quotes and use of '>=' instead of the original '≥'), which does not affect the content.",,NCT05317286
4,12.0,0.0,0.0,"All inclusion and exclusion criteria are present and accurate. The only issue is a minor formatting distortion where the trademark symbol ® in ""Indigo® Aspiration System"" was rendered as ""\nR"", which does not change the meaning but is a formatting error.",,NCT03957473
5,18.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. Formatting is appropriate for a JSON array.",,NCT00654966
5,13.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as presented in the raw eligibility text with no omissions, hallucinations, or logical distortions.",,NCT01960920
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting errors.",,NCT05361759
5,2.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT00001746
4,16.0,0.0,0.0,"All original inclusion and exclusion criteria are present and accurately captured. No items are missing, added, or altered in meaning. The only issue is a minor formatting inconsistency in the inclusion list where the introductory phrase ""Subject must have one of the following:"" is repeated for each bullet instead of being a single list header.",,NCT01618669
5,34.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items were identified. Formatting of the JSON arrays is appropriate.",,NCT02941705
5,1.0,0.0,0.0,"The extracted inclusion criterion exactly matches the original text, and no exclusion criteria were present in the source and correctly extracted as an empty list. No omissions, hallucinations, or distortions are observed.",,NCT00007605
5,5.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT02146794
5,22.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, accurately worded, and no extra or missing items were found. Minor punctuation differences do not affect meaning.",,NCT03399994
4,9.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present. Minor formatting problems are observed: a stray quotation mark before "">= 3 months"" in the EF reassessment clause, a typo ""regiment"" instead of ""regimen"", and slight punctuation inconsistencies. No criteria are omitted, added, or logically altered.",,NCT02874794
5,10.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no omissions, hallucinations, logical distortions, or formatting problems.",,NCT03170466
2,16.0,0.0,5.0,"The extraction omitted the required inequality symbols (≥ or ≤) for five inclusion criteria (age, left‑ventricle ejection fraction, glomerular filtration rate, serum potassium, and systolic blood pressure), changing their meaning. These are logical distortions rather than minor formatting issues. All other inclusion items and all exclusion items are present and accurate, with no hallucinated criteria. The main problem is distortion of criteria.",Distortion,NCT05989503
5,6.0,0.0,0.0,"All inclusion and exclusion criteria were extracted exactly as in the original text with no omissions, hallucinations, or distortions.",,NCT01375673
5,10.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with identical meaning. No criteria are omitted, added, or altered. Minor differences in escape character representation (e.g., (<=) vs (\<=)) are purely formatting and do not change content. Therefore the extraction is perfect.",,NCT02532283
5,5.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present, correctly worded, and no extra or missing items are observed. Formatting matches the required list structure.",,NCT00537628
5,6.0,0.0,0.0,"The extracted inclusion and exclusion lists exactly match the raw eligibility criteria. The only minor difference is the representation of the less‑than sign (""<"" vs ""\<""), which does not affect content fidelity. No criteria are omitted, added, or distorted.",,NCT01900600
4,4.0,0.0,0.0,"All criteria are present and semantically correct. The only issue is a minor formatting change in the exclusion criterion where the greater‑than-or-equal symbol (≥) was represented as "">="" with extra quotes, which does not alter the meaning.",,NCT02088736
5,6.0,0.0,0.0,"The extracted inclusion and exclusion lists contain exactly the same items as the original criteria. No items are missing, added, or altered. Minor punctuation differences do not affect content fidelity.",,NCT06710275
5,6.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT03443934
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT02356393
5,3.0,0.0,0.0,"The extracted inclusion criteria capture both 'men and women with ventricular fibrillation' and 'survived out-of-hospital cardiac arrest' exactly as stated. The extracted exclusion criterion correctly reflects the negative condition 'cardiac arrest associated with Q-wave acute myocardial infarction'. No items are missing, added, or distorted, and formatting follows the required list structure.",,NCT00000464
5,11.0,0.0,0.0,"All inclusion and exclusion criteria are present, accurately worded, and no extra or missing items were identified. No formatting errors or logical distortions were observed.",,NCT00469911
5,9.0,0.0,0.0,"The extracted inclusion and exclusion lists exactly match the original criteria with no omissions, hallucinations, distortions, or formatting problems.",,NCT01631006
5,2.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting errors.",,NCT00979264
5,9.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, logical distortions, or formatting errors.",,NCT01043991
